page,x,y,text,font,font_size
2,146.97,458.0,3,F2,7.0
2,161.35,458.0,12,F2,7.0
2,178.6,458.0,10,F2,7.0
2,200.76,458.0,3,F2,7.0
2,218.02,458.0,2,F2,7.0
2,517.06,457.5,21,F1,7.5
2,537.36,457.5,16,F1,7.5
2,557.66,457.5,37,F1,7.5
2,36.5,446.75,8,F1,6.0
2,165.24,446.5,3,F2,7.0
2,182.49,446.5,7,F2,7.0
2,196.87,446.5,13,F2,7.0
2,214.13,446.5,14,F2,7.0
2,236.29,446.5,3,F2,7.0
2,253.55,446.5,4,F2,7.0
2,517.06,446.0,19,F1,7.5
2,537.36,446.0,25,F1,7.5
2,557.66,446.0,44,F1,7.5
2,36.5,435.25,9,F1,6.0
2,129.71,435.0,1,F2,7.0
2,182.49,435.0,1,F2,7.0
2,200.76,435.0,3,F2,7.0
2,218.02,435.0,2,F2,7.0
2,236.29,435.0,9,F2,7.0
2,249.65,435.0,18,F2,7.0
2,517.06,434.5,13,F1,7.5
2,537.36,434.5,21,F1,7.5
2,557.66,434.5,34,F1,7.5
2,34.83,423.75,10,F1,6.0
2,200.76,423.5,2,F2,7.0
2,218.02,423.5,1,F2,7.0
2,236.29,423.5,6,F2,7.0
2,253.55,423.5,2,F2,7.0
2,521.23,423.0,8,F1,7.5
2,541.53,423.0,3,F1,7.5
2,557.66,423.0,11,F1,7.5
2,34.83,412.25,11,F1,6.0
2,129.71,412.0,1,F2,7.0
2,521.23,411.5,1,F1,7.5
2,561.83,411.5,1,F1,7.5
2,34.83,400.75,12,F1,6.0
2,218.02,400.5,1,F2,7.0
2,236.29,400.5,1,F2,7.0
2,253.55,400.5,1,F2,7.0
2,521.23,400.0,1,F1,7.5
2,541.53,400.0,2,F1,7.5
2,561.83,400.0,3,F1,7.5
2,34.83,390.0,13,F1,6.0
2,34.83,380.0,14,F1,6.0
2,34.27,369.0,15,F1,7.0
2,34.83,359.0,16,F1,6.0
2,34.83,349.0,17,F1,6.0
2,34.83,339.0,18,F1,6.0
2,34.83,329.0,19,F1,6.0
2,34.83,319.0,20,F1,6.0
2,34.83,309.0,21,F1,6.0
2,31.33,299.0,>=22,F1,6.0
2,31.0,288.5,Total,F1,6.0
2,53.56,288.0,21,F1,7.0
2,69.8,288.0,13,F1,7.0
2,87.05,288.0,16,F1,7.0
2,104.82,288.0,14,F1,7.0
2,122.58,288.0,25,F1,7.0
2,140.34,288.0,20,F1,7.0
2,158.1,288.0,15,F1,7.0
2,175.87,288.0,18,F1,7.0
2,193.63,288.0,21,F1,7.0
2,211.39,288.0,20,F1,7.0
2,229.15,288.0,19,F1,7.0
2,246.92,288.0,25,F1,7.0
2,511.41,288.0,139,F1,7.0
2,531.71,288.0,129,F1,7.0
2,552.01,288.0,268,F1,7.0
2,274.74,269.0,Disclaimer,F1,9.0
2,27.0,241.0," Though all the efforts have been made to ensure the accuracy and currency of the content on this website (https://udiseplus.gov.in/ ) the same should not be construed as a statement of law or used for any legal purposes. In case of any ambiguity or doubts, users are advised to verify/check with the appropriate Government Functionary/Authority and/or other source(s) and to obtain appropriate professional advice. As per Section 79 of the Information Technology Act 2000(as amended Act 2008),This Report is based on voluntary uploading of data by the schools having active UDISE+ codes in a reference year, with 30th September as the reference date, using specially designed data collection formats (DCF).The UDISE+ code of a school is allotted by the State/UT  Government where the school is located. The responsibility for the accuracy of the data filled in the DCFs rests with the concerned Nodal Officers,namely Principal/ Vice-Principal/ Head Master/ Head Teacher/ Senior most teacher at the school level, Cluster Resource Officer at the cluster level, Block Education Officer for the  block level District Education Officer at the district level and State MIS coordinator at the Samagra Siksha SPD Office at the State level. The Ministry of Education, therefore, assumes no responsibility or liability for any errors or omissions in the data and indicators reported in the document.Inclusion of name of a school in any of the lists in the portal https://udiseplus.gov.in or any of the reports generated in the portal does not confer the status of recognition to the school by the Ministry of Education, Govt. of India.",F2,7.0
2,50.0,20.0,Page 2,F2,9.0
2,450.0,820.0,Academic Year : 2022-23,F1,9.0
2,20.0,20.0,Generated On : 31 December 2024 12:56:43 PM( https://src.udiseplus.gov.in),F1,8.0
