page,x,y,text,font,font_size
2,30.5,637.5,Budh,F1,6.0
2,30.83,627.5,Parsi,F1,6.0
2,32.16,617.5,Jain,F1,6.0
2,30.16,607.5,Other,F1,6.0
2,31.0,597.5,Total,F1,6.0
2,30.33,587.5,G.Tot,F1,6.0
2,30.67,577.5,Aadh,F1,6.0
2,32.17,566.75,BPL,F1,6.0
2,59.68,566.5,5,F2,7.0
2,75.92,566.5,2,F2,7.0
2,94.19,566.5,3,F2,7.0
2,111.44,566.5,3,F2,7.0
2,129.71,566.5,3,F2,7.0
2,146.97,566.5,3,F2,7.0
2,165.24,566.5,3,F2,7.0
2,182.49,566.5,1,F2,7.0
2,200.76,566.5,5,F2,7.0
2,218.02,566.5,1,F2,7.0
2,236.29,566.5,5,F2,7.0
2,271.82,566.5,5,F2,7.0
2,289.07,566.5,2,F2,7.0
2,307.34,566.5,6,F2,7.0
2,324.6,566.5,2,F2,7.0
2,338.97,566.5,12,F2,7.0
2,378.39,566.5,7,F2,7.0
2,413.92,566.5,8,F2,7.0
2,431.17,566.5,1,F2,7.0
2,445.55,566.5,15,F2,7.0
2,466.7,566.5,1,F2,7.0
2,480.06,566.5,12,F2,7.0
2,517.06,566.0,89,F1,7.5
2,537.36,566.0,16,F1,7.5
2,553.49,566.0,105,F1,7.5
2,31.5,556.0,Rept,F1,6.0
2,30.16,546.0,Cwsn,F1,6.0
2,29.0,530.0,Enrolment by grade in the current academic session (by Age in completed years),F1,8.0
2,30.16,519.0,Class,F1,6.0
2,54.01,518.0,Pre-Pr,F2,8.0
2,98.46,518.0,I,F2,8.0
2,132.87,518.0,II,F2,8.0
2,167.29,518.0,III,F2,8.0
2,202.37,518.0,IV,F2,8.0
2,239.01,518.0,V,F2,8.0
2,273.42,518.0,VI,F2,8.0
2,307.83,518.0,VII,F2,8.0
2,342.25,518.0,VIII,F2,8.0
2,380.0,518.0,IX,F2,8.0
2,416.63,518.0,X,F2,8.0
2,451.05,518.0,XI,F2,8.0
2,484.95,518.0,XII,F2,8.0
2,529.19,518.5,Total,F1,7.0
2,32.5,507.0,Age,F1,6.0
2,54.78,506.0,B,F2,8.0
2,70.58,506.0,G,F2,8.0
2,88.28,506.0,B,F2,8.0
2,105.6,506.0,G,F2,8.0
2,123.8,506.0,B,F2,8.0
2,141.12,506.0,G,F2,8.0
2,159.33,506.0,B,F2,8.0
2,176.65,506.0,G,F2,8.0
2,194.85,506.0,B,F2,8.0
2,212.17,506.0,G,F2,8.0
2,230.38,506.0,B,F2,8.0
2,247.7,506.0,G,F2,8.0
2,265.9,506.0,B,F2,8.0
2,283.22,506.0,G,F2,8.0
2,301.43,506.0,B,F2,8.0
2,318.75,506.0,G,F2,8.0
2,336.95,506.0,B,F2,8.0
2,354.27,506.0,G,F2,8.0
2,372.48,506.0,B,F2,8.0
2,389.8,506.0,G,F2,8.0
2,408.01,506.0,B,F2,8.0
2,425.32,506.0,G,F2,8.0
2,443.53,506.0,B,F2,8.0
2,460.85,506.0,G,F2,8.0
2,478.55,506.0,B,F2,8.0
2,495.36,506.0,G,F2,8.0
2,514.72,506.5,B,F1,7.0
2,534.83,506.5,G,F1,7.0
2,553.38,506.5,All,F1,7.0
2,34.75,495.25,>3,F1,6.0
2,55.79,495.0,68,F2,7.0
2,72.03,495.0,23,F2,7.0
2,94.19,495.0,1,F2,7.0
2,111.44,495.0,1,F2,7.0
2,517.06,494.5,69,F1,7.5
2,537.36,494.5,24,F1,7.5
2,557.66,494.5,93,F1,7.5
2,36.5,483.75,4,F1,6.0
2,51.89,483.5,111,F2,7.0
2,72.03,483.5,42,F2,7.0
2,94.19,483.5,1,F2,7.0
2,111.44,483.5,1,F2,7.0
2,512.89,483.0,112,F1,7.5
2,537.36,483.0,43,F1,7.5
2,553.49,483.0,155,F1,7.5
2,36.5,472.25,5,F1,6.0
2,55.79,472.0,40,F2,7.0
2,72.03,472.0,13,F2,7.0
2,90.3,472.0,78,F2,7.0
2,107.55,472.0,20,F2,7.0
2,146.97,472.0,1,F2,7.0
2,512.89,471.5,118,F1,7.5
2,537.36,471.5,34,F1,7.5
2,553.49,471.5,152,F1,7.5
2,36.5,460.75,6,F1,6.0
2,59.68,460.5,5,F2,7.0
2,75.92,460.5,2,F2,7.0
2,90.3,460.5,31,F2,7.0
2,107.55,460.5,13,F2,7.0
2,125.82,460.5,72,F2,7.0
2,143.08,460.5,30,F2,7.0
2,218.02,460.5,1,F2,7.0
2,271.82,460.5,1,F2,7.0
2,512.89,460.0,109,F1,7.5
2,537.36,460.0,46,F1,7.5
2,553.49,460.0,155,F1,7.5
2,36.5,449.25,7,F1,6.0
2,94.19,449.0,1,F2,7.0
2,125.82,449.0,31,F2,7.0
2,146.97,449.0,5,F2,7.0
2,161.35,449.0,81,F2,7.0
2,178.6,449.0,25,F2,7.0
2,218.02,449.0,1,F2,7.0
2,512.89,448.5,113,F1,7.5
2,537.36,448.5,31,F1,7.5
2,553.49,448.5,144,F1,7.5
2,36.5,437.75,8,F1,6.0
2,129.71,437.5,2,F2,7.0
2,161.35,437.5,16,F2,7.0
2,182.49,437.5,3,F2,7.0
2,196.87,437.5,97,F2,7.0
2,214.13,437.5,21,F2,7.0
2,253.55,437.5,1,F2,7.0
2,512.89,437.0,115,F1,7.5
2,537.36,437.0,25,F1,7.5
2,553.49,437.0,140,F1,7.5
2,36.5,426.25,9,F1,6.0
2,165.24,426.0,2,F2,7.0
2,182.49,426.0,1,F2,7.0
2,196.87,426.0,37,F2,7.0
2,218.02,426.0,7,F2,7.0
2,228.51,426.0,100,F2,7.0
2,249.65,426.0,24,F2,7.0
2,271.82,426.0,3,F2,7.0
2,289.07,426.0,3,F2,7.0
2,512.89,425.5,142,F1,7.5
2,537.36,425.5,35,F1,7.5
2,553.49,425.5,177,F1,7.5
2,34.83,414.75,10,F1,6.0
2,200.76,414.5,1,F2,7.0
2,232.4,414.5,21,F2,7.0
2,253.55,414.5,4,F2,7.0
2,267.92,414.5,87,F2,7.0
2,285.18,414.5,24,F2,7.0
2,307.34,414.5,1,F2,7.0
2,324.6,414.5,1,F2,7.0
2,512.89,414.0,110,F1,7.5
2,537.36,414.0,29,F1,7.5
2,553.49,414.0,139,F1,7.5
2,34.83,403.25,11,F1,6.0
2,267.92,403.0,38,F2,7.0
2,289.07,403.0,5,F2,7.0
2,303.45,403.0,94,F2,7.0
2,320.7,403.0,14,F2,7.0
2,342.87,403.0,2,F2,7.0
2,360.12,403.0,1,F2,7.0
2,512.89,402.5,134,F1,7.5
2,537.36,402.5,20,F1,7.5
2,553.49,402.5,154,F1,7.5
2,34.83,391.75,12,F1,6.0
2,236.29,391.5,1,F2,7.0
2,289.07,391.5,1,F2,7.0
2,303.45,391.5,30,F2,7.0
2,324.6,391.5,1,F2,7.0
2,335.08,391.5,111,F2,7.0
2,356.23,391.5,16,F2,7.0
2,378.39,391.5,2,F2,7.0
2,395.65,391.5,1,F2,7.0
2,512.89,391.0,144,F1,7.5
2,537.36,391.0,19,F1,7.5
2,553.49,391.0,163,F1,7.5
2,34.83,380.25,13,F1,6.0
2,307.34,380.0,1,F2,7.0
2,338.97,380.0,34,F2,7.0
2,360.12,380.0,3,F2,7.0
2,370.61,380.0,122,F2,7.0
2,395.65,380.0,7,F2,7.0
2,413.92,380.0,3,F2,7.0
2,431.17,380.0,1,F2,7.0
2,512.89,379.5,160,F1,7.5
2,537.36,379.5,11,F1,7.5
2,553.49,379.5,171,F1,7.5
2,34.83,368.75,14,F1,6.0
2,342.87,368.5,1,F2,7.0
2,374.5,368.5,34,F2,7.0
2,395.65,368.5,1,F2,7.0
2,406.13,368.5,121,F2,7.0
2,431.17,368.5,7,F2,7.0
2,449.44,368.5,4,F2,7.0
2,466.7,368.5,1,F2,7.0
2,512.89,368.0,160,F1,7.5
2,541.53,368.0,9,F1,7.5
2,553.49,368.0,169,F1,7.5
2,34.27,356.75,15,F1,7.0
2,378.39,357.0,1,F2,7.0
2,395.65,357.0,1,F2,7.0
2,410.02,357.0,18,F2,7.0
2,431.17,357.0,1,F2,7.0
2,445.55,357.0,96,F2,7.0
2,462.81,357.0,15,F2,7.0
2,483.95,357.0,2,F2,7.0
2,512.89,356.5,117,F1,7.5
2,537.36,356.5,17,F1,7.5
2,553.49,356.5,134,F1,7.5
2,34.83,345.75,16,F1,6.0
2,445.55,345.5,29,F2,7.0
2,466.7,345.5,4,F2,7.0
2,476.17,345.5,110,F2,7.0
2,501.21,345.5,2,F2,7.0
2,512.89,345.0,139,F1,7.5
2,541.53,345.0,6,F1,7.5
2,553.49,345.0,145,F1,7.5
2,34.83,334.25,17,F1,6.0
2,480.06,334.0,27,F2,7.0
2,517.06,333.5,27,F1,7.5
2,557.66,333.5,27,F1,7.5
2,34.83,323.5,18,F1,6.0
2,34.83,313.5,19,F1,6.0
2,34.83,303.5,20,F1,6.0
2,34.83,293.5,21,F1,6.0
2,31.33,283.5,>=22,F1,6.0
2,31.0,273.0,Total,F1,6.0
2,53.56,272.5,68,F1,7.0
2,69.8,272.5,23,F1,7.0
2,85.11,272.5,112,F1,7.0
2,104.82,272.5,35,F1,7.0
2,120.63,272.5,105,F1,7.0
2,140.34,272.5,36,F1,7.0
2,158.1,272.5,99,F1,7.0
2,175.87,272.5,29,F1,7.0
2,191.68,272.5,135,F1,7.0
2,211.39,272.5,30,F1,7.0
2,227.21,272.5,122,F1,7.0
2,246.92,272.5,29,F1,7.0
2,262.73,272.5,129,F1,7.0
2,282.44,272.5,33,F1,7.0
2,298.26,272.5,126,F1,7.0
2,317.97,272.5,16,F1,7.0
2,333.78,272.5,148,F1,7.0
2,353.49,272.5,20,F1,7.0
2,369.31,272.5,159,F1,7.0
2,389.02,272.5,10,F1,7.0
2,404.84,272.5,142,F1,7.0
2,426.49,272.5,9,F1,7.0
2,440.36,272.5,129,F1,7.0
2,460.07,272.5,20,F1,7.0
2,475.38,272.5,139,F1,7.0
2,496.53,272.5,2,F1,7.0
2,509.47,272.5,1769,F1,7.0
2,531.71,272.5,349,F1,7.0
2,550.07,272.5,2118,F1,7.0
2,274.74,253.5,Disclaimer,F1,9.0
2,27.0,225.5," Though all the efforts have been made to ensure the accuracy and currency of the content on this website (https://udiseplus.gov.in/ ) the same should not be construed as a statement of law or used for any legal purposes. In case of any ambiguity or doubts, users are advised to verify/check with the appropriate Government Functionary/Authority and/or other source(s) and to obtain appropriate professional advice. As per Section 79 of the Information Technology Act 2000(as amended Act 2008),This Report is based on voluntary uploading of data by the schools having active UDISE+ codes in a reference year, with 30th September as the reference date, using specially designed data collection formats (DCF).The UDISE+ code of a school is allotted by the State/UT  Government where the school is located. The responsibility for the accuracy of the data filled in the DCFs rests with the concerned Nodal Officers,namely Principal/ Vice-Principal/ Head Master/ Head Teacher/ Senior most teacher at the school level, Cluster Resource Officer at the cluster level, Block Education Officer for the  block level District Education Officer at the district level and State MIS coordinator at the Samagra Siksha SPD Office at the State level. The Ministry of Education, therefore, assumes no responsibility or liability for any errors or omissions in the data and indicators reported in the document.Inclusion of name of a school in any of the lists in the portal https://udiseplus.gov.in or any of the reports generated in the portal does not confer the status of recognition to the school by the Ministry of Education, Govt. of India.",F2,7.0
2,50.0,20.0,Page 2,F2,9.0
2,450.0,820.0,Academic Year : 2022-23,F1,9.0
2,20.0,20.0,Generated On : 28 December 2024 06:57:07 AM( https://src.udiseplus.gov.in),F1,8.0
